total_votes,pct_latino,pct_trump,pct_clinton,state
1609.0,0.857872736,0.387818521,0.581727781,fl
1083.0,0.8684573,0.534626039,0.433056325,fl
1520.0,0.711263882,0.321052632,0.646710526,fl
2177.0,0.885714286,0.631143776,0.337620579,fl
1993.0,0.79107349,0.261916708,0.699949824,fl
34.0,0.490909091,0.264705882,0.705882353,fl
1307.0,0.713787086,0.302983933,0.661820964,fl
1677.0,0.888185654,0.351818724,0.60822898,fl
4.0,0.571428571,0.25,0.5,fl
1190.0,0.886269888,0.518487395,0.449579832,fl
979.0,0.413996627,0.168539326,0.792645557,fl
639.0,0.845336482,0.6228482,0.342723005,fl
35.0,0.826086957,0.457142857,0.514285714,fl
2207.0,0.858861789,0.45899411,0.512460353,fl
2095.0,0.814772727,0.240095465,0.73699284,fl
856.0,0.873811582,0.601635514,0.376168224,fl
1381.0,0.87218439,0.533671253,0.446053584,fl
1079.0,0.882923674,0.394810009,0.579240037,fl
1600.0,0.863594041,0.540625,0.4275,fl
1120.0,0.76874562,0.258928571,0.7125,fl
2654.0,0.844438249,0.433308214,0.53089676,fl
1523.0,0.817750356,0.312541037,0.665791202,fl
1413.0,0.864836325,0.547062987,0.422505308,fl
2379.0,0.896551724,0.339218159,0.633879781,fl
1465.0,0.171494253,0.070989761,0.905802048,fl
19.0,0.032258065,0.052631579,0.947368421,fl
1072.0,0.863636364,0.605410448,0.375932836,fl
1021.0,0.153158902,0.05582762,0.927522037,fl
1689.0,0.347294939,0.201894612,0.766133807,fl
745.0,0.832068311,0.409395973,0.574496644,fl
1471.0,0.341991342,0.144799456,0.828008158,fl
1060.0,0.106658446,0.051886792,0.93490566,fl
786.0,0.105092967,0.048346056,0.933842239,fl
744.0,0.079298831,0.033602151,0.947580645,fl
1174.0,0.06969697,0.021294719,0.965076661,fl
1229.0,0.882842865,0.467860049,0.506916192,fl
682.0,0.879361914,0.451612903,0.516129032,fl
1048.0,0.092719353,0.044847328,0.938931298,fl
1075.0,0.13562387,0.033488372,0.955348837,fl
1050.0,0.228710462,0.06,0.919047619,fl
1152.0,0.079519451,0.086805556,0.878472222,fl
1095.0,0.323725055,0.230136986,0.740639269,fl
858.0,0.310841547,0.132867133,0.837995338,fl
1130.0,0.311098332,0.080530973,0.892920354,fl
1303.0,0.176207068,0.0514198,0.924021489,fl
1768.0,0.123641813,0.031674208,0.950791855,fl
1331.0,0.103764479,0.034560481,0.953418482,fl
1862.0,0.222065064,0.067132116,0.918367347,fl
732.0,0.584297521,0.116120219,0.867486339,fl
1272.0,0.604723431,0.291666667,0.672169811,fl
426.0,0.843492586,0.345070423,0.643192488,fl
236.0,0.857971014,0.279661017,0.694915254,fl
816.0,0.800155521,0.225490196,0.753676471,fl
1946.0,0.699876999,0.158273381,0.825282631,fl
278.0,0.385869565,0.258992806,0.701438849,fl
1378.0,0.37995992,0.118287373,0.859941945,fl
526.0,0.174100719,0.142585551,0.819391635,fl
1848.0,0.143497758,0.05465368,0.928030303,fl
1138.0,0.36775483,0.226713533,0.732864675,fl
769.0,0.670111288,0.148244473,0.825747724,fl
515.0,0.485819975,0.178640777,0.784466019,fl
477.0,0.574029126,0.186582809,0.79245283,fl
3006.0,0.505497315,0.156353959,0.809381238,fl
11.0,0.444444444,0.181818182,0.818181818,fl
2640.0,0.413921512,0.291666667,0.674621212,fl
2.0,0.375,0.0,1.0,fl
1931.0,0.83820151,0.259451062,0.707923356,fl
2244.0,0.372289973,0.236631016,0.734402852,fl
2367.0,0.827555556,0.331643431,0.644275454,fl
1094.0,0.312772134,0.262340037,0.699268739,fl
327.0,0.850505051,0.394495413,0.574923547,fl
1291.0,0.877202349,0.474825716,0.49883811,fl
1240.0,0.887541345,0.435483871,0.541935484,fl
1475.0,0.865793041,0.469152542,0.503728814,fl
1401.0,0.879293425,0.364739472,0.608137045,fl
829.0,0.876480541,0.503015682,0.475271411,fl
1212.0,0.875933372,0.504950495,0.46039604,fl
1198.0,0.864976415,0.513355593,0.467445743,fl
1801.0,0.882352941,0.414214325,0.56191005,fl
2151.0,0.875209661,0.493723849,0.481171548,fl
1020.0,0.885409727,0.426470588,0.547058824,fl
1048.0,0.858103564,0.522900763,0.46278626,fl
961.0,0.859583952,0.444328824,0.524453694,fl
2443.0,0.745493431,0.360212853,0.600491199,fl
1237.0,0.696394687,0.284559418,0.687146322,fl
1528.0,0.863915716,0.30104712,0.678664921,fl
1241.0,0.81097561,0.329572925,0.626107977,fl
1986.0,0.710253662,0.281470292,0.68429003,fl
1635.0,0.726102941,0.422018349,0.543730887,fl
1.0,1.0,0.0,1.0,fl
3100.0,0.567985794,0.333225806,0.636451613,fl
1353.0,0.793244626,0.398373984,0.575018477,fl
312.0,0.701456311,0.314102564,0.647435897,fl
1060.0,0.801369863,0.433962264,0.532075472,fl
1741.0,0.787510841,0.442848937,0.52268811,fl
1694.0,0.839347079,0.415584416,0.541322314,fl
2220.0,0.863356053,0.442792793,0.527477477,fl
2150.0,0.802536853,0.426046512,0.544651163,fl
1894.0,0.746130031,0.335797254,0.627243928,fl
1475.0,0.817483189,0.395932203,0.562711864,fl
2432.0,0.722274584,0.412006579,0.545230263,fl
138.0,0.269607843,0.086956522,0.891304348,fl
1386.0,0.901429276,0.318903319,0.666666667,fl
3024.0,0.339602364,0.330026455,0.63359788399999994,fl
1380.0,0.353007307,0.205072464,0.745652174,fl
1271.0,0.285002767,0.154209284,0.818253344,fl
556.0,0.066505441,0.043165468,0.93705036,fl
1450.0,0.28815427,0.246206897,0.713103448,fl
1795.0,0.244942832,0.26183844,0.698607242,fl
18.0,0.833333333,0.277777778,0.666666667,fl
80.0,0.773584906,0.1125,0.8625,fl
1376.0,0.798208392,0.221656977,0.764534884,fl
1102.0,0.783704572,0.328493648,0.641560799,fl
1681.0,0.867743176,0.312908983,0.663890541,fl
752.0,0.837678722,0.269946809,0.699468085,fl
352.0,0.855481728,0.28125,0.701704545,fl
1696.0,0.85778139,0.399764151,0.578419811,fl
4.0,1.0,0.0,1.0,fl
302.0,0.762863535,0.241721854,0.731788079,fl
424.0,0.364485981,0.193396226,0.773584906,fl
1437.0,0.590724638,0.455810717,0.512874043,fl
1181.0,0.585024493,0.437764606,0.526672312,fl
302.0,0.670951157,0.364238411,0.605960265,fl
1770.0,0.541474654,0.291525424,0.663276836,fl
1971.0,0.410633947,0.302891933,0.654490107,fl
1529.0,0.515541265,0.423152387,0.533682145,fl
1620.0,0.531842489,0.481481481,0.472839506,fl
1262.0,0.506078055,0.368462758,0.590332805,fl
1598.0,0.529012023,0.513767209,0.446808511,fl
919.0,0.409275834,0.349292709,0.618063112,fl
1224.0,0.443456163,0.397058824,0.562908497,fl
966.0,0.476072607,0.423395445,0.533126294,fl
1318.0,0.463601533,0.457511381,0.499241275,fl
1142.0,0.392805755,0.438704028,0.530647986,fl
2606.0,0.444968553,0.495011512,0.47313891,fl
966.0,0.341991342,0.498964803,0.459627329,fl
1789.0,0.246288542,0.208496367,0.762437116,fl
119.0,0.5,0.495798319,0.478991597,fl
530.0,0.399371069,0.366037736,0.579245283,fl
948.0,0.481481481,0.321729958,0.650843882,fl
1706.0,0.39516129,0.332356389,0.638921454,fl
476.0,0.344067797,0.397058824,0.56302521,fl
1641.0,0.393225331,0.419256551,0.53503961,fl
960.0,0.352253756,0.44375,0.528125,fl
1321.0,0.388546798,0.416351249,0.549583649,fl
677.0,0.317191283,0.457902511,0.511078287,fl
1718.0,0.350140056,0.396391153,0.561117579,fl
1585.0,0.693423598,0.336277603,0.615141956,fl
220.0,0.08681672,0.059090909,0.922727273,fl
181.0,0.388127854,0.337016575,0.61878453,fl
2275.0,0.516749822,0.403516484,0.550769231,fl
1646.0,0.210683974,0.322600243,0.636087485,fl
1910.0,0.373815676,0.390052356,0.578010471,fl
454.0,0.430379747,0.339207048,0.612334802,fl
919.0,0.689097104,0.389553863,0.582154516,fl
584.0,0.475317348,0.321917808,0.640410959,fl
177.0,0.301980198,0.316384181,0.649717514,fl
59.0,0.132352941,0.186440678,0.796610169,fl
871.0,0.347387718,0.340987371,0.638346728,fl
323.0,0.293398533,0.39628483,0.563467492,fl
428.0,0.661111111,0.406542056,0.549065421,fl
407.0,0.59280303,0.417690418,0.533169533,fl
569.0,0.406779661,0.405975395,0.541300527,fl
3.0,0.142857143,0.0,1.0,fl
456.0,0.741573034,0.239035088,0.730263158,fl
331.0,0.330882353,0.320241692,0.667673716,fl
1035.0,0.73538011700000006,0.412560386,0.548792271,fl
1635.0,0.851162791,0.316819572,0.654434251,fl
2183.0,0.864516129,0.480531379,0.49473202,fl
1122.0,0.58,0.409982175,0.551693405,fl
338.0,0.261101243,0.156804734,0.810650888,fl
774.0,0.458896982,0.401808786,0.560723514,fl
1408.0,0.770234987,0.339488636,0.631392045,fl
1666.0,0.741527338,0.357743097,0.610444178,fl
1848.0,0.763106031,0.409632035,0.560606061,fl
1824.0,0.535597381,0.317434211,0.640899123,fl
1900.0,0.79070691,0.440526316,0.524210526,fl
1013.0,0.597532768,0.316880553,0.656465943,fl
825.0,0.670955882,0.362424242,0.613333333,fl
2185.0,0.841954935,0.479633867,0.487414188,fl
1742.0,0.79321892,0.450057405,0.513777268,fl
2261.0,0.815806045,0.345422379,0.618752764,fl
1731.0,0.836929461,0.532062392,0.440785673,fl
1968.0,0.813793103,0.471544715,0.490345528,fl
2018.0,0.838709677,0.53716551,0.425173439,fl
578.0,0.726161369,0.667820069,0.297577855,fl
1913.0,0.798034934,0.531625719,0.433873497,fl
1376.0,0.764056225,0.561773256,0.399709302,fl
2590.0,0.691820276,0.429343629,0.534749035,fl
1589.0,0.762189512,0.567023285,0.40402769,fl
1904.0,0.826168929,0.515756303,0.449054622,fl
1628.0,0.777055272,0.583538084,0.383292383,fl
1650.0,0.747497725,0.544848485,0.424848485,fl
1392.0,0.76050885,0.602011494,0.371408046,fl
2065.0,0.586132952,0.37094431,0.583535109,fl
